product code,quantity,estimated delivery date,lodgement date,contract number,salesman number
S15H647,240,2008-02-23,2008-03-15,CSE0003550,11311313
T5382D6,260,2008-03-17,2008-04-16,CSE0003550,11710709
T1239W5,340,2008-04-18,2008-03-24,CSE0003550,11310711
D265U39,610,2008-02-29,2008-03-17,CSE0003550,11610809
TS64823,220,2008-04-04,2008-04-07,CSE0003550,11610700
R243J08,570,2008-03-14,2008-03-30,CSE0003550,11311818
S8465W1,10,2008-02-23,2008-03-03,CSE0003550,11812124
SE17564,140,2008-04-02,2008-02-21,CSE0003550,11111206
P7604Q5,590,2008-03-19,2008-02-26,CSE0003550,11210312
R7248S9,640,2008-03-24,2008-03-15,CSE0003550,12011917
C186H47,450,2008-02-25,2008-02-22,CSE0003550,11911722
YS95071,70,2008-03-16,2008-02-29,CSE0003550,11212719
DD18704,980,2019-11-09,2019-10-17,CSE0003551,11410910
WJ50817,160,2019-10-20,2019-10-26,CSE0003551,11211721
F76983D,630,2019-11-30,2019-11-08,CSE0003551,11610326
M5809H7,570,2019-11-17,2019-11-03,CSE0003551,11812006
C2F0671,290,2019-10-30,2019-11-18,CSE0003551,12112613
EZ12538,790,2019-11-10,2019-10-22,CSE0003551,11211510
C46258Y,540,2019-10-29,2019-11-24,CSE0003551,11211610
S40897X,590,2019-10-31,2019-10-23,CSE0003551,12211913
L0528N6,10,2019-11-01,2019-10-08,CSE0003551,11611511
CS90168,620,2019-10-13,2019-10-10,CSE0003551,12011319
FC40169,480,2019-11-25,2019-11-01,CSE0003551,12012220
T0E9518,170,2019-10-03,2019-10-26,CSE0003551,11212008
R5F0782,230,2005-01-24,2004-12-09,CSE0003552,11912610
O8C6513,670,2004-12-10,2005-01-23,CSE0003552,12110528
GS13927,700,2004-12-20,2005-01-18,CSE0003552,12211508
M328K91,200,2005-01-01,2005-01-15,CSE0003552,11911223
L47869Q,40,2005-01-17,2004-12-18,CSE0003552,12111323
SL87069,300,2004-12-28,2005-01-17,CSE0003552,11312409
M4Y8765,130,2005-01-06,2004-12-15,CSE0003552,11711310
N89L425,690,2005-01-23,2005-01-24,CSE0003552,11611609
T0E9518,640,2004-12-23,2004-12-29,CSE0003552,11911120
T035M47,400,2005-01-25,2005-01-10,CSE0003552,11610606
ML18593,200,2006-07-16,2006-07-26,CSE0003553,11810112
L903I17,720,2006-07-11,2006-06-03,CSE0003553,11611702
V0W6342,120,2014-08-22,2014-08-13,CSE0003554,12110429
D8560Q1,110,2014-07-30,2014-08-01,CSE0003554,11812022
P56U187,690,2014-08-30,2014-07-20,CSE0003554,11211017
H7Y6824,40,2014-09-01,2014-08-17,CSE0003554,11712312
F6L2495,740,2014-07-17,2014-09-03,CSE0003554,11311906
V968Q15,60,2014-08-30,2014-07-18,CSE0003554,11812821
M40V792,670,2014-08-06,2014-07-31,CSE0003554,11112326
C58G293,440,2014-09-08,2014-08-21,CSE0003554,11610016
SW03642,420,2014-08-10,2014-07-12,CSE0003554,11510024
R54810N,870,2014-07-29,2014-08-03,CSE0003554,11112911
T28310Y,180,2014-08-20,2014-07-14,CSE0003554,11512601
E895N12,960,2014-07-14,2014-08-07,CSE0003554,11511423
F76983D,600,2014-08-13,2014-08-01,CSE0003554,11610803
M79W815,520,2014-08-06,2014-08-11,CSE0003554,11810021
CO19853,270,2014-07-12,2014-08-04,CSE0003554,11212008
L60241X,860,2014-08-24,2014-08-12,CSE0003554,11310324
RC12709,880,2014-07-30,2014-08-20,CSE0003554,11311906
SE17564,570,2014-07-16,2014-08-16,CSE0003554,12211320
W05C734,650,2014-07-13,2014-08-05,CSE0003554,11110725
L15649H,620,2014-09-08,2014-07-17,CSE0003554,11310313
C91D367,790,2014-08-22,2014-07-14,CSE0003554,11410203
EE05684,560,2014-07-27,2014-08-26,CSE0003554,11112918
L47869Q,510,2014-08-09,2014-08-14,CSE0003554,11510024
S7Z8134,430,2014-09-05,2014-07-12,CSE0003554,11211429
ME59832,610,2014-08-20,2014-08-08,CSE0003554,12110020
S5291W4,760,2014-08-09,2014-07-29,CSE0003554,11911627
T35X601,630,2014-08-25,2014-08-07,CSE0003554,11710029
P3650F7,830,2014-07-25,2014-08-25,CSE0003554,11512115
AE91287,940,2011-10-25,2011-09-07,CSE0003555,11812821
PI37560,410,2011-10-25,2011-09-21,CSE0003555,11112911
C367T20,30,2011-10-20,2011-10-13,CSE0003555,11310313
T540P67,560,2011-10-01,2011-10-12,CSE0003555,11211002
S6I1543,110,2017-10-06,2017-09-26,CSE0003556,11611500
P56U187,240,2017-10-10,2017-09-09,CSE0003556,11110111
G071O86,40,2022-01-26,2021-12-31,CSE0003557,11812521
M328K91,250,2022-02-17,2022-01-03,CSE0003557,11211210
C46258Y,80,2022-01-26,2022-01-17,CSE0003557,12210427
U198C32,720,2022-02-21,2022-01-22,CSE0003557,12210428
L5T1069,240,2022-01-04,2022-01-20,CSE0003557,12112511
T7E2913,890,2021-12-28,2022-01-20,CSE0003557,11311712
GC81302,910,2022-01-30,2022-01-12,CSE0003557,11910811
D51962U,990,2022-01-26,2022-01-29,CSE0003557,11710805
F1L0847,220,2022-02-19,2022-01-12,CSE0003557,11112908
M9J6453,100,2022-01-27,2022-02-15,CSE0003557,12211614
LR91308,1000,2022-01-10,2022-02-01,CSE0003557,11810722
P3650F7,920,2022-01-03,2021-12-27,CSE0003557,11112908
C634K72,960,2022-01-01,2022-01-14,CSE0003557,11312922
D230D47,960,2022-01-25,2021-12-29,CSE0003557,11212711
P968H24,720,2021-06-17,2021-06-05,CSE0003558,11211510
R7248S9,200,2021-06-02,2021-07-29,CSE0003558,12110020
P56U187,860,2021-07-03,2021-07-17,CSE0003558,11411820
N13J804,400,2021-07-25,2021-07-30,CSE0003558,11610900
S03485W,960,2021-07-07,2021-07-27,CSE0003558,11810706
B8E1796,880,2021-07-24,2021-06-12,CSE0003558,11611101
C2698S3,540,2012-08-09,2012-07-25,CSE0003559,12111227
B56K283,780,2012-09-01,2012-07-31,CSE0003559,11112316
B56K283,300,2012-08-29,2012-08-13,CSE0003559,11511423
P1275R8,680,2012-08-18,2012-08-20,CSE0003559,12111828
H089L35,30,2012-08-24,2012-08-16,CSE0003559,11711710
P3650F7,370,2012-07-20,2012-08-07,CSE0003559,11512914
T7E2913,200,2012-07-27,2012-08-06,CSE0003559,11211610
BP82450,80,2012-08-10,2012-08-07,CSE0003559,11810126
C95F078,480,2015-07-24,2015-08-21,CSE0003560,11812127
D68950Z,270,2015-08-17,2015-08-06,CSE0003560,11111429
L15649H,290,2015-07-22,2015-08-30,CSE0003560,12111601
PI37560,630,2015-02-14,2015-02-22,CSE0003561,11211210
T67P542,350,2015-01-26,2015-01-05,CSE0003561,12010120
D265U39,350,2015-02-09,2015-01-05,CSE0003561,11112908
U198C32,950,2015-02-07,2015-02-24,CSE0003561,12211614
C2056I7,600,2015-02-08,2015-01-07,CSE0003561,11910015
D1G4290,760,2015-02-04,2015-01-04,CSE0003561,11710200
MR46392,140,2015-01-14,2015-02-22,CSE0003561,11312922
HD86793,1000,2015-01-23,2015-01-15,CSE0003561,11510115
CZ28413,490,2015-01-18,2015-02-01,CSE0003561,11712325
B56K283,330,2015-02-23,2015-02-06,CSE0003561,11212200
C78629B,440,2015-02-20,2015-03-03,CSE0003561,12012309
D51962U,540,2015-01-12,2015-02-16,CSE0003561,11210906
M6328D7,950,2015-02-17,2015-02-03,CSE0003561,11511403
T0829X7,260,2015-03-02,2015-01-09,CSE0003561,11710818
A59027Z,990,2015-03-01,2015-02-16,CSE0003561,12211614
CS90168,710,2015-02-18,2015-01-26,CSE0003561,11712325
G9372K0,730,2015-01-08,2015-01-17,CSE0003561,11211217
BP82450,190,2015-01-31,2015-03-02,CSE0003561,12111219
WC49732,110,2013-07-18,2013-08-05,CSE0003562,11410213
C8739R1,800,2021-10-15,2021-11-16,CSE0003563,11410703
S2501J4,180,2021-10-14,2021-10-19,CSE0003563,11310927
I94V518,400,2021-11-12,2021-11-27,CSE0003563,11612521
O9F4205,350,2021-10-08,2021-11-05,CSE0003563,11211414
M97X845,480,2021-11-19,2021-11-06,CSE0003563,11710805
P7604Q5,100,2021-10-07,2021-10-11,CSE0003563,11210026
P8130N9,930,2021-11-13,2021-12-03,CSE0003563,11212200
P7604Q5,350,2021-11-04,2021-11-27,CSE0003563,11112015
WC49732,320,2021-10-14,2021-11-24,CSE0003563,12011708
B239N58,210,2021-11-05,2021-11-18,CSE0003563,12112001
L29837Y,520,2021-11-27,2021-11-10,CSE0003563,11710128
GS13927,600,2021-11-17,2021-11-01,CSE0003563,11712215
P9L0284,210,2021-11-30,2021-10-07,CSE0003563,11310914
D68950Z,300,2021-11-21,2021-10-13,CSE0003563,11811417
CS90168,380,2021-10-17,2021-10-11,CSE0003563,11312922
O032T69,920,2021-10-24,2021-11-23,CSE0003563,11410905
S86042Z,380,2021-12-01,2021-10-10,CSE0003563,11511403
G21467A,220,2002-10-18,2002-10-26,CSE0003564,11611511
L17546O,990,2002-10-27,2002-10-23,CSE0003564,11411425
SL87069,870,2002-10-27,2002-10-12,CSE0003564,11610900
T95761U,620,2006-07-21,2006-08-13,CSE0003565,11110725
SW03642,900,2006-07-18,2006-07-14,CSE0003565,12110429
H7Y6824,380,2006-07-17,2006-08-10,CSE0003565,11910717
C98142A,510,2002-05-19,2002-04-25,CSE0003566,11710008
B189A57,40,2020-01-29,2020-01-20,CSE0003567,11812908
L504L71,340,2020-01-30,2020-01-31,CSE0003567,11911902
FJ71643,970,2020-01-17,2019-12-18,CSE0003567,12210911
C96H382,300,2020-02-03,2020-02-10,CSE0003567,12212423
C46258Y,100,2020-01-05,2019-12-20,CSE0003567,12112114
W05C734,630,2020-01-19,2020-01-05,CSE0003567,11411213
S7843Q5,640,2014-12-17,2014-12-10,CSE0003568,11811417
F9N8470,760,2015-01-07,2014-12-06,CSE0003568,12212915
MM72065,660,2014-12-21,2014-12-09,CSE0003568,11612800
C97014N,920,2014-12-11,2014-12-09,CSE0003568,11812728
G053V91,710,2014-12-13,2014-12-05,CSE0003568,11611819
U198C32,350,2014-12-15,2015-01-04,CSE0003568,12111219
O9F4205,50,2014-12-18,2015-01-20,CSE0003568,11212524
FK39705,250,2014-12-01,2015-01-04,CSE0003568,12111926
H7Y6824,650,2014-12-13,2014-12-14,CSE0003568,11510115
M4329T8,320,2014-12-06,2015-01-07,CSE0003568,12112511
UL87156,850,2015-01-11,2014-12-30,CSE0003568,11112015
F6L2495,510,2015-01-17,2014-12-09,CSE0003568,12110421
P6398B4,20,2014-12-16,2014-12-21,CSE0003568,11112822
CC50327,600,2015-01-14,2014-12-03,CSE0003568,11611508
D51962U,170,2014-12-23,2014-11-27,CSE0003568,11810722
C78629B,230,2015-01-09,2014-12-19,CSE0003568,11210120
T75D268,220,2015-01-06,2014-11-26,CSE0003568,12010120
G80142H,100,2014-12-03,2014-12-11,CSE0003568,11710304
W49310P,30,2015-01-06,2014-12-31,CSE0003568,11910015
CS90168,440,2014-12-20,2014-12-17,CSE0003568,11112015
R04W892,500,2014-12-20,2014-12-21,CSE0003568,11211217
D230D47,50,2015-01-21,2014-12-01,CSE0003568,12110421
EU82057,680,2018-03-12,2018-04-13,CSE0003569,11710304
V968Q15,190,2009-05-22,2009-04-29,CSE0003570,11811417
O9F4205,20,2001-08-20,2001-07-10,CSE0003571,11512713
L7B6430,130,2001-08-07,2001-07-10,CSE0003571,12111107
V0W6342,210,2001-07-19,2001-08-28,CSE0003571,11310103
K7458M2,150,2001-08-16,2001-07-15,CSE0003571,11212228
A37260X,20,2001-09-01,2001-08-13,CSE0003571,11112809
C96H382,870,2001-07-13,2001-09-01,CSE0003571,11612301
HD86793,770,2001-08-25,2001-08-18,CSE0003571,12011310
T35X601,990,2001-07-11,2001-07-27,CSE0003571,11212012
A273M51,820,2001-08-22,2001-08-01,CSE0003571,11410213
H8713D4,120,2001-08-08,2001-07-09,CSE0003571,11410014
H8713D4,810,2001-08-15,2001-07-06,CSE0003571,11110313
E738Y40,330,2020-05-27,2020-05-04,CSE0003572,11112316
C1F0953,10,2020-05-04,2020-05-29,CSE0003572,11911627
F6L2495,760,2020-06-29,2020-05-14,CSE0003572,12211320
M4329T8,670,2020-06-26,2020-05-07,CSE0003572,11311700
C21057Z,350,2020-05-04,2020-06-29,CSE0003572,12110704
N62Z458,650,2020-05-29,2020-05-17,CSE0003572,11510024
L47869Q,250,2020-06-23,2020-06-07,CSE0003572,12011319
C2F0671,670,2020-05-07,2020-05-02,CSE0003572,11312304
TU23769,890,2020-06-22,2020-05-14,CSE0003572,11510803
SL87069,40,2020-05-12,2020-05-08,CSE0003572,11812802
D68950Z,640,2020-05-31,2020-06-25,CSE0003572,12112613
R6K1395,90,2020-06-05,2020-06-14,CSE0003572,11211002
F24170J,840,2020-05-18,2020-06-09,CSE0003572,11912919
C2698S3,320,2003-01-03,2002-12-26,CSE0003573,11212524
L47869Q,850,2002-12-26,2002-12-26,CSE0003573,12011708
F9N8470,990,2002-11-25,2002-11-18,CSE0003573,11210906
P6O1843,560,2002-12-17,2002-12-20,CSE0003573,11911604
W05C734,500,2002-11-15,2002-12-12,CSE0003573,11211414
OP18549,730,2002-11-28,2002-12-17,CSE0003573,12212215
H089L35,370,2002-11-13,2002-11-14,CSE0003573,11310009
HD86793,400,2002-12-18,2002-11-10,CSE0003573,11212724
T540P67,110,2002-12-17,2002-12-20,CSE0003573,11210906
R243J08,740,2008-11-14,2008-10-26,CSE0003574,11710522
G053V91,700,2008-11-02,2008-11-18,CSE0003574,11211305
T75D268,930,2008-11-03,2008-11-24,CSE0003574,11310127
G21467A,470,2008-11-12,2008-11-12,CSE0003574,11310324
N2364L9,580,2008-11-22,2008-11-25,CSE0003574,11911702
PY35974,580,2017-09-25,2017-10-31,CSE0003575,11911627
G053V91,480,2017-11-08,2017-10-28,CSE0003575,11512408
S8465W1,990,2017-10-09,2017-11-10,CSE0003575,11712200
C37A594,200,2017-10-12,2017-09-30,CSE0003575,11610022
P7604Q5,110,2017-10-27,2017-11-17,CSE0003575,11612502
IZ80719,640,2017-10-10,2017-10-25,CSE0003575,11112106
F8E7125,920,2017-11-03,2017-10-06,CSE0003575,11812801
O8C6513,170,2017-10-10,2017-11-06,CSE0003575,11112918
C634K72,190,2006-11-13,2006-11-23,CSE0003576,11611702
B56K283,430,2013-07-09,2013-08-07,CSE0003577,12211508
G071O86,520,2013-06-30,2013-08-07,CSE0003577,12111107
H9842K1,100,2013-08-13,2013-08-14,CSE0003577,12111107
T35X601,460,2013-07-11,2013-08-08,CSE0003577,12110925
C48967S,630,2013-08-13,2013-07-31,CSE0003577,11611617
A094G67,490,2013-08-05,2013-07-14,CSE0003577,11711310
PY35974,30,2012-05-29,2012-06-18,CSE0003578,12211614
T5382D6,640,2012-05-25,2012-07-02,CSE0003578,12011920
L8N0649,70,2012-06-22,2012-05-23,CSE0003578,11210906
S36N209,900,2012-05-30,2012-06-23,CSE0003578,11111510
T95761U,110,2012-07-01,2012-05-17,CSE0003578,11611508
WM85971,320,2012-05-28,2012-05-16,CSE0003578,11412311
F9N8470,230,2012-05-23,2012-05-08,CSE0003578,11210906
MG73026,520,2012-07-04,2012-06-04,CSE0003578,12010120
D8150P6,990,2012-07-05,2012-05-22,CSE0003578,12011920
P20O395,380,2012-07-02,2012-05-25,CSE0003578,12110421
D1G4290,930,2012-05-26,2012-06-06,CSE0003578,11511312
P41857Y,820,2012-05-10,2012-06-03,CSE0003578,12110421
M8I1749,530,2012-05-31,2012-06-07,CSE0003578,11211217
IQ87164,180,2012-05-25,2012-05-09,CSE0003578,11410502
L47869Q,630,2012-07-05,2012-06-04,CSE0003578,11712125
C186H47,540,2012-05-30,2012-07-03,CSE0003578,11910811
HI14706,690,2012-05-25,2012-05-11,CSE0003578,11111115
P9L0284,650,2012-06-01,2012-05-08,CSE0003578,11212711
V6Q9754,990,2012-07-02,2012-06-14,CSE0003578,11911604
A59027Z,840,2012-06-30,2012-05-13,CSE0003578,12110325
EU82057,950,2012-05-15,2012-05-29,CSE0003578,11911604
AA85346,100,2012-06-02,2012-05-31,CSE0003578,11110405
N74Y235,340,2020-04-24,2020-04-26,CSE0003579,11411425
N62Z458,480,2020-04-16,2020-04-21,CSE0003579,12111227
H362I81,600,2020-06-02,2020-06-01,CSE0003579,11410203
M328K91,640,2011-07-30,2011-08-18,CSE0003580,11410905
T1R9247,810,2011-06-26,2011-08-13,CSE0003580,12012309
UL87156,560,2011-05-21,2011-05-03,CSE0003581,12211405
R796N84,40,2011-06-22,2011-06-02,CSE0003581,11711728
W920W86,90,2011-05-13,2011-06-26,CSE0003581,12212815
M97X845,470,2011-05-28,2011-06-28,CSE0003581,12112900
C2056I7,730,2011-05-18,2011-06-28,CSE0003581,12210821
F6L2495,140,2011-06-21,2011-05-25,CSE0003581,11610829
M40V792,860,2011-05-07,2011-05-25,CSE0003581,11810712
S7K6834,50,2011-05-23,2011-05-26,CSE0003581,11512823
R5F0782,260,2011-05-16,2011-06-16,CSE0003581,11510013
L47869Q,320,2011-05-31,2011-05-08,CSE0003581,11412326
P9L0284,930,2011-06-16,2011-05-21,CSE0003581,11810719
I41V392,150,2011-05-06,2011-06-11,CSE0003581,11211904
L903I17,700,2011-04-30,2011-05-11,CSE0003581,12112900
V6Q9754,460,2011-05-26,2011-05-04,CSE0003581,11511413
S5291W4,970,2011-05-13,2011-06-07,CSE0003581,11410326
L0528N6,1000,2011-06-16,2011-05-14,CSE0003581,11310908
CS90168,520,2011-05-05,2011-06-06,CSE0003581,11510005
A31Y204,550,2011-05-23,2011-06-11,CSE0003581,11310908
R04W892,530,2011-06-05,2011-05-14,CSE0003581,11811908
L8N0649,450,2001-02-17,2001-01-10,CSE0003582,12212006
C2F0671,400,2001-02-08,2001-02-14,CSE0003582,11110725
M5809H7,970,2000-12-28,2001-01-31,CSE0003582,11410311
R2I4560,360,2001-01-17,2001-01-07,CSE0003582,12011919
L0528N6,780,2001-02-08,2001-01-07,CSE0003582,11410100
H18Z450,200,2001-01-16,2000-12-29,CSE0003582,11312304
A4158M9,140,2021-09-02,2021-09-19,CSE0003583,11712202
G053V91,470,2021-08-16,2021-08-23,CSE0003583,11611627
C367T20,630,2021-07-29,2021-08-08,CSE0003583,11710106
L15649H,830,2021-08-24,2021-08-29,CSE0003583,11811307
P7604Q5,340,2021-08-15,2021-09-18,CSE0003583,11510416
TO87603,10,2007-03-12,2007-04-04,CSE0003584,12111323
S86042Z,860,2007-05-03,2007-04-10,CSE0003584,12211603
S0912X5,30,2002-05-22,2002-05-07,CSE0003585,11611227
L85R920,480,2002-04-26,2002-06-07,CSE0003585,12112505
MM72065,700,2002-04-29,2002-04-29,CSE0003585,11112416
F9N8470,710,2002-05-03,2002-05-11,CSE0003585,11512928
G21467A,750,2002-05-18,2002-05-17,CSE0003585,12210428
G21467A,110,2002-05-24,2002-06-22,CSE0003585,11112015
OP18549,460,2002-04-27,2002-05-29,CSE0003585,11210906
HD86793,320,2002-05-20,2002-05-09,CSE0003585,12210703
P7604Q5,100,2002-05-17,2002-06-22,CSE0003585,11210906
C741G20,710,2002-05-03,2002-05-16,CSE0003585,11410820
M6328D7,320,2002-05-27,2002-05-17,CSE0003585,12112400
L47869Q,800,2002-05-11,2002-06-05,CSE0003585,11812521
C95F078,220,2002-05-27,2002-06-02,CSE0003585,11610600
A392R56,300,2002-04-28,2002-05-23,CSE0003585,11912320
T9T8140,500,2002-06-11,2002-06-08,CSE0003585,12010313
G9372K0,140,2002-06-13,2002-05-18,CSE0003585,11710914
K7458M2,670,2012-02-27,2012-02-24,CSE0003586,11612422
B189A57,10,2001-03-25,2001-03-10,CSE0003587,11611227
RZ42653,570,2001-04-25,2001-04-15,CSE0003587,11710304
C96H382,250,2001-04-15,2001-04-07,CSE0003587,12210428
C78629B,190,2001-03-29,2001-04-08,CSE0003587,11710008
TU23769,1000,2001-03-11,2001-04-25,CSE0003587,11212711
P9L0284,590,2001-03-13,2001-03-13,CSE0003587,11310829
AE80564,870,2001-04-15,2001-03-03,CSE0003587,12011702
SW03642,960,2001-04-02,2001-03-04,CSE0003587,11410502
L92148E,560,2001-03-10,2001-04-13,CSE0003587,11511403
T75D268,690,2001-04-20,2001-04-04,CSE0003587,11411901
AA85346,210,2001-04-08,2001-04-05,CSE0003587,11511317
I357B21,390,2001-03-21,2001-03-17,CSE0003587,11112520
F24170J,260,2001-03-23,2001-03-09,CSE0003587,11112029
G9372K0,560,2001-03-10,2001-03-09,CSE0003587,11110321
T035M47,400,2001-03-27,2001-04-17,CSE0003587,12110203
T35X601,170,2001-03-07,2001-03-23,CSE0003587,12212215
BP82450,850,2001-03-26,2001-03-08,CSE0003587,12012922
M85D039,400,2022-04-04,,CSE0003588,12112505
IQ87164,430,2022-02-27,2022-03-05,CSE0003588,11812728
P15647X,110,2022-03-20,,CSE0003588,12011517
T540P67,880,2022-03-06,2022-03-13,CSE0003588,12212215
I291Q38,160,2006-04-05,2006-03-27,CSE0003589,11610329
H64578X,550,2006-02-27,2006-02-05,CSE0003589,11710029
N13J804,540,2006-04-04,2006-03-11,CSE0003589,11710209
DB83217,160,2018-09-23,2018-09-13,CSE0003590,11411716
P1275R8,10,2018-10-24,2018-09-01,CSE0003590,11111024
E2L5374,450,2018-10-30,2018-09-22,CSE0003590,11810712
F9N8470,200,2018-09-22,2018-10-30,CSE0003590,11112606
TT21465,600,2018-10-26,2018-10-17,CSE0003590,12210911
D1G4290,640,2018-10-26,2018-09-01,CSE0003590,11611029
V5W8496,890,2018-09-06,2018-09-28,CSE0003590,11311904
LO12047,620,2018-10-12,2018-09-10,CSE0003590,11611408
N89L425,10,2018-10-26,2018-10-08,CSE0003590,12210916
P6398B4,950,2018-10-11,2018-10-28,CSE0003590,11910202
M6328D7,540,2018-10-22,2018-10-02,CSE0003590,12110502
C95F078,320,2018-09-30,2018-10-06,CSE0003590,11711209
YS95071,350,2018-09-23,2018-10-23,CSE0003590,11811908
M108M47,710,2018-09-08,2018-09-25,CSE0003590,11810002
P9L0284,110,2018-09-11,2018-09-16,CSE0003590,12111202
T75D268,900,2018-09-20,2018-09-26,CSE0003590,11912423
R6K1395,170,2018-09-23,2018-09-06,CSE0003590,12110728
L903I17,790,2018-09-14,2018-09-21,CSE0003590,11910808
H089L35,930,2018-09-25,2018-09-25,CSE0003590,12112114
S93N807,940,2018-09-23,2018-10-21,CSE0003590,11612721
B830R57,340,2018-10-17,2018-09-08,CSE0003590,11812101
G9372K0,980,2004-01-09,2004-02-19,CSE0003591,11410703
C37A594,50,2004-02-29,2004-02-10,CSE0003591,11410820
M713N46,50,2004-02-18,2004-02-28,CSE0003591,11511317
I94V518,830,2004-01-16,2004-01-14,CSE0003591,11512928
S2501J4,70,2008-12-22,2009-01-08,CSE0003592,12211226
C7826A5,820,2010-05-14,2010-04-03,CSE0003593,12212215
N74Y235,680,2010-05-17,2010-03-23,CSE0003593,11710200
P02C741,680,2010-05-06,2010-05-15,CSE0003593,11412715
R58049A,80,2010-05-02,2010-04-08,CSE0003593,11211414
A50L172,160,2010-05-04,2010-03-26,CSE0003593,11410905
C1F0953,210,2010-05-13,2010-04-13,CSE0003593,11412713
S03485W,570,2010-05-12,2010-03-25,CSE0003593,12010313
T7E2913,890,2010-04-04,2010-04-01,CSE0003593,11511312
C2056I7,360,2010-05-09,2010-05-06,CSE0003593,11710200
P8130N9,580,2010-04-05,2010-05-03,CSE0003593,12011517
R45327J,230,2010-05-04,2010-05-01,CSE0003593,11411929
HD86793,640,2010-04-07,2010-05-06,CSE0003593,11212524
L29837Y,900,2010-04-20,2010-05-11,CSE0003593,12010313
L47869Q,240,2010-04-16,2010-05-16,CSE0003593,11210120
DT47956,290,2010-04-27,2010-04-23,CSE0003593,11412311
C9520Y6,960,2010-03-30,2010-04-25,CSE0003593,11212724
G427L06,800,2010-04-29,2010-03-28,CSE0003593,11710128
LR91308,890,2010-04-30,2010-05-19,CSE0003593,11212724
MC32085,870,2018-05-16,2018-05-04,CSE0003594,11412623
I41V392,800,2018-05-18,2018-04-18,CSE0003594,11512928
RZ42653,470,2018-04-12,2018-05-26,CSE0003594,12210703
C3752Y9,90,2018-04-06,2018-05-08,CSE0003594,11310914
HD86793,550,2018-06-01,2018-04-30,CSE0003594,11712215
T1R9247,970,2018-05-10,2018-05-24,CSE0003594,12011424
D56294N,290,2011-04-11,2011-02-26,CSE0003595,11611627
C98142A,70,2011-02-19,2011-03-27,CSE0003595,12111227
M328K91,530,2011-04-06,2011-03-18,CSE0003595,11611103
RZ42653,570,2011-03-11,2011-03-09,CSE0003595,11911627
TT21465,910,2011-02-25,2011-02-20,CSE0003595,11311700
SK73928,330,2011-03-11,2011-04-02,CSE0003595,11811911
CF29758,50,2011-03-11,2011-03-26,CSE0003595,11410311
C63081N,740,2011-02-26,2011-02-23,CSE0003595,11210622
DD18704,840,2011-03-23,2011-02-23,CSE0003595,11910717
N62Z458,640,2011-03-30,2011-02-22,CSE0003595,11410910
P9L0284,820,2011-03-02,2011-03-27,CSE0003595,11212120
R2I4560,450,2011-04-04,2011-02-26,CSE0003595,11312521
G9372K0,990,2011-02-27,2011-04-06,CSE0003595,12112300
T035M47,340,2011-04-14,2011-03-24,CSE0003595,12111307
T035M47,780,2011-04-15,2011-03-01,CSE0003595,11512408
G071O86,760,2011-03-25,2011-03-17,CSE0003595,12111307
W1473B8,950,2011-04-15,2011-03-13,CSE0003595,11210423
T95761U,420,2011-04-05,2011-04-16,CSE0003595,11812802
MG73026,590,2011-04-04,2011-03-25,CSE0003595,11711214
G053V91,340,2011-03-14,2011-02-22,CSE0003595,11110916
S8104Z6,890,2011-04-10,2011-03-27,CSE0003595,12112727
E7R6098,800,2011-02-24,2011-02-24,CSE0003595,11411820
A4158M9,410,2011-03-11,2011-03-02,CSE0003595,11211721
L47869Q,750,2011-02-26,2011-03-21,CSE0003595,12010417
T0X9417,240,2011-04-10,2011-04-12,CSE0003595,11112504
F1L0847,920,2011-03-13,2011-04-07,CSE0003595,11512914
ME59832,850,2011-03-12,2011-04-02,CSE0003595,12010605
A02N847,380,2011-04-08,2011-04-07,CSE0003595,11411720
T9T8140,110,2011-02-26,2011-04-02,CSE0003595,11410203
H64578X,440,2017-07-09,2017-07-30,CSE0003596,12111828
G053V91,850,2017-08-06,2017-08-19,CSE0003596,11211429
F24170J,380,2017-08-19,2017-06-28,CSE0003596,11510209
T035M47,850,2018-10-02,2018-08-19,CSE0003597,11110405
B239N58,540,2018-10-06,2018-09-19,CSE0003597,11512118
E895N12,290,2018-10-14,2018-09-29,CSE0003597,11111115
L85R920,320,2018-08-19,2018-09-29,CSE0003597,12111926
H089L35,680,2018-09-06,2018-09-23,CSE0003597,11611227
C634K72,330,2018-09-01,2018-08-22,CSE0003597,11112908
NY39107,650,2018-09-23,2018-10-02,CSE0003597,11410905
R45327J,920,2018-08-27,2018-08-23,CSE0003597,12112400
S86042Z,860,2018-09-29,2018-09-28,CSE0003597,11710304
IQ87164,930,2017-06-18,2017-05-07,CSE0003598,11410910
F9N8470,910,2017-06-21,2017-06-12,CSE0003598,12212700
T67P542,870,2017-06-27,2017-06-10,CSE0003598,11411820
E7R6098,640,2017-06-03,2017-05-10,CSE0003598,11410100
D230D47,520,2017-05-07,2017-06-04,CSE0003598,11712200
E6N2308,670,2010-10-12,2010-10-12,CSE0003599,11712200
T1239W5,800,2010-09-30,2010-10-26,CSE0003599,12212108
C7G8396,450,2010-10-05,2010-10-06,CSE0003599,12010902
R243J08,390,2010-10-05,2010-11-05,CSE0003599,11411720
L7P4035,390,2010-09-30,2010-10-26,CSE0003599,11710828
P4052D1,420,2019-10-11,2019-10-23,CSE0003600,11510816
TU23769,820,2019-10-18,2019-10-29,CSE0003600,11910015
